"gautier_id","gautier_number","sort_key","status","recipient_as_in_gautier","recipient_normalized","date_or_range","gautier_pages","gautier_lines","pg_columns","old_numbering","primary_witnesses","translation_path","review_status","notes"
"G064","64","064","needs_gautier_metadata","","","","","","","","","04_letters/G064/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G065","65","065","needs_gautier_metadata","","","","","","","","","04_letters/G065/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G066","66","066","needs_gautier_metadata","","","","","","","","","04_letters/G066/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G067","67","067","needs_gautier_metadata","","","","","","","","","04_letters/G067/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G068","68","068","needs_gautier_metadata","","","","","","","","","04_letters/G068/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G069","69","069","needs_gautier_metadata","","","","","","","","","04_letters/G069/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G070","70","070","needs_gautier_metadata","","","","","","","","","04_letters/G070/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G071","71","071","needs_gautier_metadata","","","","","","","","","04_letters/G071/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G072","72","072","needs_gautier_metadata","","","","","","","","","04_letters/G072/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G073","73","073","needs_gautier_metadata","","","","","","","","","04_letters/G073/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G074","74","074","needs_gautier_metadata","","","","","","","","","04_letters/G074/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G075","75","075","needs_gautier_metadata","","","","","","","","","04_letters/G075/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G076","76","076","needs_gautier_metadata","","","","","","","","","04_letters/G076/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G077","77","077","needs_gautier_metadata","","","","","","","","","04_letters/G077/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G078","78","078","needs_gautier_metadata","","","","","","","","","04_letters/G078/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G079","79","079","needs_gautier_metadata","","","","","","","","","04_letters/G079/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G080","80","080","needs_gautier_metadata","","","","","","","","","04_letters/G080/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G081","81","081","needs_gautier_metadata","","","","","","","","","04_letters/G081/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G082","82","082","needs_gautier_metadata","","","","","","","","","04_letters/G082/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G083","83","083","needs_gautier_metadata","","","","","","","","","04_letters/G083/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G084","84","084","needs_gautier_metadata","","","","","","","","","04_letters/G084/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G085","85","085","needs_gautier_metadata","","","","","","","","","04_letters/G085/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G086","86","086","needs_gautier_metadata","","","","","","","","","04_letters/G086/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G087","87","087","needs_gautier_metadata","","","","","","","","","04_letters/G087/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G088","88","088","needs_gautier_metadata","","","","","","","","","04_letters/G088/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G089","89","089","needs_gautier_metadata","","","","","","","","","04_letters/G089/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G090","90","090","needs_gautier_metadata","","","","","","","","","04_letters/G090/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G091","91","091","needs_gautier_metadata","","","","","","","","","04_letters/G091/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G092","92","092","needs_gautier_metadata","","","","","","","","","04_letters/G092/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G093","93","093","needs_gautier_metadata","","","","","","","","","04_letters/G093/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G094","94","094","needs_gautier_metadata","","","","","","","","","04_letters/G094/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G095","95","095","needs_gautier_metadata","","","","","","","","","04_letters/G095/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G096","96","096","needs_gautier_metadata","","","","","","","","","04_letters/G096/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G097","97","097","needs_gautier_metadata","","","","","","","","","04_letters/G097/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G098","98","098","needs_gautier_metadata","","","","","","","","","04_letters/G098/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G099","99","099","needs_gautier_metadata","","","","","","","","","04_letters/G099/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G100","100","100","needs_gautier_metadata","","","","","","","","","04_letters/G100/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G101","101","101","needs_gautier_metadata","","","","","","","","","04_letters/G101/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G102","102","102","needs_gautier_metadata","","","","","","","","","04_letters/G102/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G103","103","103","needs_gautier_metadata","","","","","","","","","04_letters/G103/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G104","104","104","needs_gautier_metadata","","","","","","","","","04_letters/G104/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G105","105","105","needs_gautier_metadata","","","","","","","","","04_letters/G105/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G106","106","106","needs_gautier_metadata","","","","","","","","","04_letters/G106/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G107","107","107","needs_gautier_metadata","","","","","","","","","04_letters/G107/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G108","108","108","needs_gautier_metadata","","","","","","","","","04_letters/G108/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G109","109","109","needs_gautier_metadata","","","","","","","","","04_letters/G109/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G110","110","110","needs_gautier_metadata","","","","","","","","","04_letters/G110/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G111","111","111","needs_gautier_metadata","","","","","","","","","04_letters/G111/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G112","112","112","needs_gautier_metadata","","","","","","","","","04_letters/G112/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G113","113","113","needs_gautier_metadata","","","","","","","","","04_letters/G113/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G114","114","114","needs_gautier_metadata","","","","","","","","","04_letters/G114/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G115","115","115","needs_gautier_metadata","","","","","","","","","04_letters/G115/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G116","116","116","needs_gautier_metadata","","","","","","","","","04_letters/G116/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G117","117","117","needs_gautier_metadata","","","","","","","","","04_letters/G117/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G118","118","118","needs_gautier_metadata","","","","","","","","","04_letters/G118/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G119","119","119","needs_gautier_metadata","","","","","","","","","04_letters/G119/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G120","120","120","needs_gautier_metadata","","","","","","","","","04_letters/G120/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G121","121","121","needs_gautier_metadata","","","","","","","","","04_letters/G121/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G122","122","122","needs_gautier_metadata","","","","","","","","","04_letters/G122/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G123","123","123","needs_gautier_metadata","","","","","","","","","04_letters/G123/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G124","124","124","needs_gautier_metadata","","","","","","","","","04_letters/G124/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G125","125","125","needs_gautier_metadata","","","","","","","","","04_letters/G125/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G126","126","126","needs_gautier_metadata","","","","","","","","","04_letters/G126/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G127","127","127","needs_gautier_metadata","","","","","","","","","04_letters/G127/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G128","128","128","needs_gautier_metadata","","","","","","","","","04_letters/G128/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G129","129","129","needs_gautier_metadata","","","","","","","","","04_letters/G129/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G130","130","130","needs_gautier_metadata","","","","","","","","","04_letters/G130/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G131","131","131","needs_gautier_metadata","","","","","","","","","04_letters/G131/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G132","132","132","needs_gautier_metadata","","","","","","","","","04_letters/G132/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G133","133","133","needs_gautier_metadata","","","","","","","","","04_letters/G133/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G134","134","134","needs_gautier_metadata","","","","","","","","","04_letters/G134/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
"G135","135","135","needs_gautier_metadata","","","","","","","","","04_letters/G135/translation.md","not_started","Populate metadata from Gautier CFHB 16/2 before drafting."
